c1,c2,c3,c4,c5,c6,c7,c8,c9,c10,
2876,242,16,335,44,1034,125,251,207,1839,5
2466,203,18,212,56,2526,208,252,174,1964,5
2794,285,4,283,99,1617,152,238,192,3214,5
2846,260,35,362,43,1047,170,211,212,1884,5
2863,106,17,692,32,1072,184,239,197,1875,5
2708,76,7,0,-1449,1179,229,179,131,1689,5
2811,223,18,182,49,926,232,230,180,2506,5
2797,284,33,309,-297,1006,168,169,207,2079,5
2868,284,18,10,-216,1020,169,184,208,1878,5
2725,191,18,399,-522,914,133,253,80,3421,5
2729,210,15,127,-682,930,205,248,179,1928,5
2717,193,7,175,63,423,191,249,180,1888,5
2632,193,16,283,-1208,1326,250,252,192,1836,5
2722,215,16,108,26,2630,202,234,184,3538,5
2735,149,18,124,40,981,243,253,195,2730,5
2642,276,18,150,59,1006,176,232,209,1860,5
2407,139,30,83,68,29,174,253,207,1851,5
2784,327,41,192,93,1047,175,253,207,2081,5
2421,151,15,212,-842,1060,182,253,202,1826,5
2598,265,25,228,-994,968,187,254,197,1819,5
2763,274,28,312,-930,1060,175,252,199,2642,5
2773,219,27,416,-480,1850,176,251,199,1805,5
2944,124,25,54,118,1127,204,252,170,818,5
2811,203,25,255,128,1154,199,253,145,3726,5
2790,179,7,471,0,2879,222,225,138,2527,5
2944,228,29,175,-578,1445,187,231,182,1807,5
2793,102,26,216,110,1167,158,252,173,1742,5
2794,62,6,132,-1060,973,197,187,138,2528,5
2716,205,26,67,-743,958,196,196,179,1774,5
2759,72,29,85,-679,1100,186,252,185,1765,5
2831,341,25,216,109,2555,197,251,176,1702,5
2765,129,47,162,83,1221,153,252,153,2336,5
2759,207,26,150,-358,1261,193,253,175,3377,5
2621,213,29,311,-806,1288,148,200,191,1781,5
2733,208,27,437,-1020,1315,190,252,208,1589,5
2637,206,26,4,-143,1369,193,253,181,1530,5
2461,131,9,0,-37,1194,208,235,131,914,5
2716,75,10,0,0,3051,229,184,130,700,5
2724,139,5,425,0,1100,223,235,148,649,5
2807,63,11,30,8,2168,131,197,121,2148,5
2714,106,11,30,-28,1140,232,238,185,573,5
2469,162,18,0,127,3025,152,242,162,2783,5
2669,45,6,30,-98,1476,222,205,140,3705,5
2696,156,11,0,0,1146,243,194,128,3224,5
2692,156,10,0,0,1124,199,241,140,537,5
2620,110,14,509,-336,649,211,224,106,618,5
2682,73,11,0,0,2050,212,187,115,1395,5
2681,21,19,42,4,1517,207,210,138,2127,5
2509,174,14,67,4,1530,121,169,138,1339,5
2615,107,16,506,-276,708,208,177,98,649,5
2699,90,28,0,0,1456,237,222,114,1371,5
2695,40,15,434,0,2415,138,224,135,1359,5
2596,49,18,532,-664,295,222,238,142,62,5
2595,6,6,745,34,2368,212,229,154,788,5
2702,3,23,67,8,1531,173,201,143,159,5
2468,192,13,30,-27,1172,219,250,170,207,5
2621,123,13,379,-282,792,241,230,115,2607,5
2615,153,13,488,-276,768,251,218,19,2496,5
2600,54,20,495,-261,700,224,220,60,732,5
2742,179,37,42,17,1387,243,230,85,1675,5
2721,125,18,352,4,1423,237,235,116,612,5
2711,184,4,0,0,1463,227,237,197,2113,5
2713,344,27,30,-550,1489,205,227,210,309,5
2319,317,4,67,-1341,1549,178,164,95,1276,5
2641,107,21,309,-239,999,238,186,139,3325,5
2619,69,2,286,110,830,231,221,122,725,5
2310,72,2,0,0,2253,226,175,171,749,5
2716,7,12,30,-964,1044,211,225,150,1333,5
2716,346,10,29,3,259,107,189,162,1633,5
2722,338,14,256,9,1530,188,218,169,1288,5
2681,213,25,85,18,586,178,247,167,1261,5
2658,150,10,0,-563,717,233,240,137,1451,5
2656,156,14,376,0,1188,139,240,217,700,5
2640,145,11,146,0,1040,236,238,224,693,5
2766,132,15,30,3,698,241,199,84,1702,5
2385,331,23,67,12,242,186,222,241,1039,5
2733,335,17,517,20,1571,178,214,103,3172,5
2820,358,18,150,40,1631,189,204,154,2448,5
2619,149,16,0,179,2116,190,237,122,726,5
2632,158,8,148,-29,635,229,242,138,721,5
2546,352,18,204,-22,984,216,236,100,735,5
2632,152,4,270,-1136,521,215,231,152,2749,5
2728,338,13,85,-1038,2429,191,221,146,1264,5
2636,145,15,30,-1529,1199,208,237,123,755,5
2976,171,10,342,0,2358,227,245,149,752,5
2635,342,5,240,-26,1202,209,232,161,771,5
2736,26,12,90,5,1549,214,212,126,2287,5
2732,151,10,95,-1011,1572,201,175,197,2396,5
2763,332,16,544,-1210,1667,186,165,166,546,5
2630,220,13,30,-28,1215,168,175,130,785,5
2629,267,9,0,-758,1190,220,207,125,782,5
2950,319,14,13,-837,2711,181,194,149,1199,5
2757,315,15,509,41,1650,105,211,168,1168,5
2901,320,15,168,91,1664,244,178,184,3573,5
2792,94,14,30,8,3175,241,223,103,1747,5
2746,33,5,433,-478,1605,218,160,131,1242,5
2762,317,16,201,46,1969,176,166,186,1142,5
2413,319,16,615,52,1691,176,243,187,1128,5
2347,173,12,0,0,1593,227,246,154,845,5
2796,127,17,30,50,1535,163,229,123,415,5
2757,78,10,117,21,1622,212,213,146,1237,5
2611,179,14,0,-857,2865,105,248,152,875,5
2795,142,16,315,-1592,1567,110,237,125,3064,5
2582,336,38,256,66,1731,172,200,174,460,5
2795,137,6,0,0,30,175,191,159,1749,5
2443,57,10,111,0,1067,227,192,125,1724,5
2788,63,14,272,76,2994,187,210,83,981,5
2868,140,13,60,0,1707,140,236,124,2530,5
2806,326,8,268,29,1717,196,235,238,1149,5
2770,241,16,270,33,193,181,218,175,1129,5
2789,245,10,189,-693,2081,164,187,181,722,5
2669,145,13,367,87,1825,193,218,202,3298,5
2598,50,15,30,-26,1663,225,215,123,1872,5
2807,316,7,335,72,1812,139,211,163,1015,5
2809,122,20,84,-945,2911,213,210,130,1678,5
2783,4,11,380,-1063,1774,163,212,148,1104,5
2788,48,15,60,-26,1742,202,236,236,1852,5
2813,152,23,292,-1120,1712,216,209,126,2845,5
2820,311,19,371,-1209,1844,191,212,90,1003,5
2824,114,14,402,91,2876,202,216,73,949,5
2821,39,30,376,-274,1932,221,218,145,886,5
2476,147,7,0,0,1747,232,244,135,1054,5
2801,122,31,371,-633,1822,167,244,67,1082,5
2829,158,28,430,94,1907,210,182,144,924,5
2828,14,9,470,95,1919,195,222,123,3107,5
2823,70,7,362,57,1959,209,226,117,860,5
2291,113,13,30,-1575,2864,227,243,149,1087,5
2811,327,20,578,-496,3501,167,213,184,1018,5
2830,40,7,408,64,1959,168,224,138,865,5
2824,140,8,694,-96,1986,229,170,106,834,5
2820,325,20,222,205,1897,165,213,185,997,5
2842,313,12,802,-654,854,189,231,182,3471,5
2849,213,14,510,94,2021,104,220,191,2018,5
2703,139,15,261,-1384,2146,241,234,119,579,5
2515,88,7,0,0,2317,231,229,131,633,5
2638,40,7,236,0,2315,221,224,139,3024,5
2688,56,11,505,-26,2323,213,218,45,592,5
2865,311,16,612,99,2999,175,226,191,453,5
2942,76,9,30,-27,2393,231,217,94,2476,5
2701,180,12,574,-25,1053,206,226,120,524,5
2749,286,4,830,-762,2126,182,225,183,121,5
2765,337,12,589,110,832,198,251,102,799,5
2701,34,11,85,0,2412,211,217,194,524,5
2471,321,22,655,272,2502,181,173,183,834,5
2882,334,31,598,-894,2173,146,187,171,72,5
2300,70,14,90,10,2460,125,178,115,437,5
2882,317,15,563,116,1554,178,180,161,793,5
2439,45,15,120,15,3568,222,214,114,408,5
2726,17,15,279,-922,2512,207,190,135,3445,5
2724,22,12,150,11,2508,199,252,142,2071,5
2999,335,13,631,-1381,2481,191,211,171,2901,5
2746,44,22,192,33,1742,168,169,114,1875,5
2734,4,1,180,21,2542,198,171,146,2361,5
2734,37,27,343,-288,2537,191,224,148,391,5
2763,38,15,228,-138,2573,198,206,112,1630,5
2742,12,15,210,-368,2016,203,207,111,335,5
2768,46,14,402,55,2598,224,208,115,272,5
2529,76,21,463,125,2573,240,241,90,812,5
2762,39,23,270,49,2638,206,206,42,268,5
2431,65,26,313,-278,1187,189,230,54,755,5
2479,45,26,175,-167,1539,217,122,79,904,5
2775,26,12,504,62,2053,227,172,36,218,5
2827,77,17,351,178,1170,241,206,92,730,5
2684,39,23,234,-800,1310,215,184,101,878,5
2834,95,31,376,162,1155,181,221,145,706,5
2775,44,21,594,102,2100,220,188,99,883,5
2770,53,19,283,274,2138,227,195,94,912,5
2803,73,22,256,128,1276,239,162,72,2440,5
2791,69,21,231,116,1288,237,193,79,859,5
2404,65,15,295,155,1233,233,207,120,779,5
2782,98,21,113,107,1343,249,202,70,895,5
2770,108,36,15,-923,808,253,211,58,2728,5
2841,29,21,341,169,345,162,190,136,731,5
2399,57,12,285,57,1242,204,227,97,787,5
2820,63,21,256,148,2640,233,191,80,816,5
2767,12,0,277,165,1254,186,197,91,797,5
2785,2,3,60,-439,2100,186,195,149,1830,5
2673,92,25,453,2,2075,229,237,97,2529,5
2779,63,34,92,-280,1376,250,190,17,920,5
2366,39,14,320,-1526,2285,231,186,141,1854,5
2619,49,9,67,9,2089,223,221,131,1850,5
2877,344,9,522,205,1138,248,222,87,1700,5
2886,23,17,342,214,1194,208,202,63,2664,5
2609,319,10,423,209,1120,167,206,177,674,5
2883,329,12,395,-796,1148,189,225,168,2329,5
2516,80,28,17,205,1385,196,178,140,2933,5
2830,34,9,375,99,2524,219,214,226,1531,5
2726,147,17,518,-1467,2503,217,217,140,1561,5
2840,101,29,242,168,1300,184,188,79,845,5
2813,70,12,182,-362,1356,253,188,20,1649,5
2627,43,15,513,51,2504,210,220,97,3432,5
2666,187,18,633,87,1310,251,151,40,513,5
2622,107,29,227,135,1366,254,191,43,912,5
2743,83,6,418,105,2631,201,229,152,3915,5
2734,98,12,630,56,2525,207,219,149,1194,5
2454,94,27,330,214,1237,161,189,49,2471,5
2820,103,29,210,148,1348,205,188,41,900,5
2744,297,1,68,90,4606,208,237,211,550,5
2867,95,32,300,195,1276,250,135,26,1183,5
2748,348,7,426,101,2672,188,229,197,3726,5
2910,323,3,511,128,1420,165,223,208,1118,5
2901,153,19,349,228,1234,248,217,65,811,5
2813,90,29,210,141,1371,185,168,40,1871,5
2748,345,29,457,-3,1747,204,227,162,1793,5
2909,75,14,390,237,94,236,213,104,807,5
2751,86,31,316,175,1328,164,172,127,900,5
2606,87,33,180,125,1410,246,166,22,973,5
2917,22,2,421,245,1897,195,234,133,806,5
2901,76,23,361,229,1248,226,197,64,3596,5
2469,83,31,129,160,1509,245,175,42,1870,5
2756,4,16,529,65,2864,197,243,145,1289,5
2882,181,30,335,210,1283,248,179,2,2399,5
2598,3,14,668,70,2885,200,213,160,1295,5
2773,355,10,379,58,2971,205,189,159,1003,5
2772,153,10,339,81,2557,209,158,148,1245,5
2771,5,10,361,65,2928,207,174,150,2472,5
2904,113,8,379,232,1266,185,185,55,912,5
2598,80,29,351,-971,1295,243,172,59,933,5
2541,234,8,30,0,3166,199,241,140,3694,5
2552,79,8,401,-1456,1332,243,177,45,976,5
2877,71,26,350,205,847,251,193,16,997,5
2969,9,8,30,0,3132,117,224,150,3550,5
2555,92,17,163,12,2460,215,223,205,2769,5
2720,243,21,586,134,1315,131,239,184,2415,5
2553,331,10,67,-1596,1865,197,228,79,1663,5
2552,349,16,150,-1071,2933,188,211,160,1485,5
2653,32,2,61,22,1316,219,201,176,1371,5
2918,239,6,116,7,1613,207,201,162,1702,5
2720,0,12,127,12,1555,213,231,221,1642,5
2568,253,29,218,-1215,1359,211,211,156,864,5
2346,95,5,268,-161,709,227,230,138,2120,5
2487,82,24,283,18,1265,191,231,138,2461,5
2532,321,6,234,19,2386,204,233,168,3509,5
2911,338,6,270,33,1395,178,233,162,3143,5
2296,77,2,701,21,171,227,230,201,2763,5
2568,260,5,46,-51,1500,212,210,154,1630,5
2569,322,6,254,-942,1442,205,233,154,3638,5
2296,82,18,470,22,1408,227,231,138,526,5
2498,53,14,335,281,1243,227,243,139,1368,5
2562,136,4,319,16,1215,129,231,143,1339,5
2613,249,7,209,276,1608,203,232,168,2019,5
2568,358,12,170,12,1579,108,181,153,1725,5
2319,319,4,277,-215,1041,161,235,219,3201,5
2758,94,4,363,-424,1348,225,234,144,1492,5
2714,104,2,339,-834,1368,222,235,166,3094,5
2567,181,6,379,25,1253,227,239,136,2354,5
2573,184,10,532,5,2943,217,188,137,1826,5
2308,348,6,234,-1456,1536,208,231,135,1710,5
2578,28,14,212,-114,1648,216,215,134,1834,5
2576,59,9,218,-981,1618,171,221,148,1805,5
2578,3,5,277,-418,1500,239,230,64,1690,5
2565,65,25,228,108,540,234,173,65,740,5
2446,11,5,300,-560,1495,215,210,217,1698,5
2833,75,19,218,-327,1883,197,227,66,716,5
2575,66,4,424,-902,1342,224,231,135,1449,5
2569,43,5,488,16,1253,227,202,146,1597,5
2823,92,24,232,101,1922,240,184,81,674,5
2761,190,8,190,31,2621,122,239,138,1580,5
2473,49,5,538,-240,1426,221,228,204,1661,5
2885,139,10,604,163,3340,235,236,132,743,5
2765,158,1,212,-1117,4123,137,241,62,2067,5
2582,45,7,650,-184,1770,213,174,138,2930,5
2850,166,24,240,128,1892,249,247,59,661,5
2820,153,4,508,286,3910,235,240,117,2053,5
2326,166,9,330,-1254,1825,228,243,126,700,5
2830,110,20,212,108,2541,236,176,81,573,5
2450,240,18,610,-1307,3215,248,218,91,531,5
2719,54,6,0,0,4032,224,217,138,2349,5
2704,80,11,159,-27,2227,211,177,133,3191,5
2526,104,11,395,23,841,132,209,143,1242,5
2375,131,13,599,125,1909,217,232,179,600,5
2698,161,20,0,0,2164,234,244,176,359,5
2684,81,15,487,50,722,161,215,163,2629,5
2830,120,31,561,105,2329,246,224,100,534,5
2820,183,15,193,35,2002,251,211,107,511,5
2843,109,21,42,118,1940,245,162,73,566,5
2831,102,20,242,106,1397,247,193,90,511,5
2794,90,28,162,82,2549,249,183,43,1566,5
2898,43,27,331,-501,1915,214,172,77,607,5
2888,52,28,301,163,3734,222,138,63,1138,5
2927,24,35,420,-899,1884,193,183,99,2110,5
2882,72,13,270,157,1981,237,192,42,2081,5
2528,76,34,512,85,2080,249,167,17,430,5
2847,91,21,366,-547,2717,228,179,124,474,5
2965,26,12,59,-1611,2786,204,188,135,2593,5
2846,66,20,467,237,1560,228,196,91,726,5
2966,107,11,170,-1374,1917,250,218,79,1564,5
2950,44,38,606,208,1940,254,201,77,636,5
2927,231,9,293,79,2673,226,244,56,1825,5
2997,140,21,450,-640,445,182,203,73,751,5
2857,120,14,361,189,2668,168,171,49,631,5
2921,171,10,592,73,2644,227,245,149,1847,5
2798,68,15,435,164,2655,184,240,138,1931,5
2831,106,17,190,98,3578,254,136,28,450,5
2857,263,6,598,-693,2751,209,213,103,1952,5
2436,152,20,572,-300,3918,240,203,156,1994,5
2971,111,25,480,-548,1952,236,204,87,721,5
2846,138,31,148,-686,3042,162,194,55,1411,5
2810,101,34,150,200,2159,251,170,17,421,5
2564,141,16,524,-368,3074,242,234,116,1994,5
2768,139,20,497,134,2657,246,229,103,2037,5
2932,98,22,457,256,3072,243,232,106,812,5
2773,124,10,523,222,1973,150,197,87,36,5
2725,163,48,255,141,2083,253,228,107,573,5
2874,118,28,212,111,2128,197,216,55,514,5
2824,110,31,581,82,3726,131,190,39,454,5
2807,95,29,273,74,3824,253,178,25,424,5
2902,284,5,669,58,2923,228,246,147,1933,5
2558,169,14,516,57,2555,230,245,144,1913,5
2899,303,14,534,-1539,2560,228,246,146,3537,5
2899,187,3,923,54,1898,221,249,158,4127,5
2548,204,25,1064,107,2460,126,185,201,498,5
2771,194,1,1075,-925,2460,219,248,163,1451,5
2488,186,14,646,-1068,1162,158,238,127,2101,5
2984,146,25,443,243,1931,164,227,69,815,5
2955,202,17,335,210,1366,235,233,125,696,5
2444,73,22,242,-236,323,240,204,71,845,5
2491,91,39,299,157,4151,245,149,32,607,5
2910,111,37,124,59,3457,254,168,66,430,5
2923,156,17,26,52,2508,173,241,138,2016,5
2694,162,19,442,-1454,2512,232,242,133,1996,5
2894,295,16,492,49,2525,153,245,197,1935,5
2874,163,17,1006,95,1167,193,243,134,2751,5
2872,240,16,750,94,2167,226,247,148,1473,5
2886,215,11,1036,217,4461,209,251,217,1489,5
2945,161,21,306,199,2036,236,238,123,700,5
2889,347,9,531,47,867,209,174,245,3665,5
2672,136,25,968,106,2413,249,221,84,2144,5
2845,146,29,942,96,2348,232,232,160,1500,5
2768,216,14,1006,212,2400,116,250,112,1519,5
2981,132,32,500,-377,1875,241,236,118,883,5
2975,144,37,174,223,1905,176,232,107,853,5
2705,145,25,577,167,2024,211,226,94,1078,5
2469,167,12,445,38,2601,198,223,144,3551,5
2883,212,12,253,47,2557,209,250,176,1926,5
2861,168,20,940,83,2373,230,191,145,1530,5
2860,165,16,969,82,1263,153,251,183,1535,5
2966,152,7,463,271,1902,242,243,43,859,5
2954,149,27,349,204,2349,245,225,91,1732,5
2481,136,27,342,193,1991,203,206,76,771,5
2925,238,27,448,180,2021,246,221,87,742,5
2972,172,11,404,34,2431,234,240,135,2024,5
2873,96,10,446,-52,2442,223,247,157,1943,5
2862,284,23,875,83,604,246,227,179,1561,5
2905,119,19,277,48,2403,249,219,108,312,5
2954,163,26,574,203,1869,233,235,77,895,5
2934,104,38,350,184,1958,244,226,93,808,5
2758,130,33,604,-1212,2138,144,227,112,636,5
2869,163,10,404,-175,2407,201,217,145,2568,5
2543,223,13,543,85,802,203,251,223,2727,5
2309,115,18,247,45,2391,246,250,92,2313,5
2633,126,28,793,88,2296,253,208,109,1624,5
2840,254,12,835,62,1206,225,247,152,1620,5
2486,223,8,972,-696,2280,210,247,137,1624,5
2707,234,16,899,89,685,203,192,183,1627,5
2890,270,25,864,-433,2283,170,243,211,1653,5
2681,141,17,711,104,2269,241,235,119,1667,5
2857,66,40,767,78,4184,252,216,77,1654,5
2837,203,8,816,-1118,1706,216,247,166,4033,5
2856,189,14,874,179,2250,126,243,206,1660,5
2862,261,5,729,14,2204,187,240,124,1663,5
2883,232,16,847,-580,2252,172,235,168,1677,5
2937,92,20,187,21,2312,247,225,118,2398,5
2564,169,19,185,121,2732,231,244,136,3360,5
2855,168,8,411,24,2324,227,243,150,309,5
2832,312,8,742,55,1217,236,202,160,3551,5
2833,220,8,787,58,3722,215,248,168,892,5
2857,246,14,832,167,491,181,241,200,1690,5
2864,286,17,837,187,2220,181,238,171,3379,5
2570,228,15,819,91,2190,210,245,202,1717,5
2883,223,10,301,-1062,2306,231,212,102,2114,5
2829,218,8,803,-127,534,232,248,176,1740,5
2803,192,11,828,158,1039,162,235,212,1322,5
2860,58,18,201,-1087,2040,191,236,119,793,5
2854,139,3,175,103,2070,246,229,101,767,5
2838,175,22,429,-786,3097,164,245,151,3587,5
2839,127,22,562,-488,2155,250,234,156,1779,5
2863,178,24,435,163,2438,152,229,166,1779,5
2746,309,17,735,204,2130,149,211,196,1790,5
2899,347,30,506,222,2131,206,228,242,1795,5
2625,189,10,60,-26,2184,221,248,160,4642,5
2835,124,24,134,-135,1470,252,214,76,693,5
2818,133,30,662,-632,2117,238,223,109,2702,5
2891,302,33,821,190,2100,151,228,209,3204,5
2840,139,15,34,89,3109,168,234,131,740,5
2831,91,17,150,-1276,2070,210,234,133,816,5
2822,164,9,438,-23,1270,231,212,141,2197,5
2810,154,7,611,39,2058,229,241,145,1864,5
2810,163,11,619,47,2054,225,192,151,1862,5
2809,183,2,684,44,2051,221,242,157,1861,5
2752,292,21,671,178,3495,193,228,218,1669,5
2833,131,14,31,84,2010,206,232,116,882,5
2823,121,11,153,8,2125,239,231,120,2239,5
2808,179,12,927,43,2282,221,208,156,3005,5
2884,214,24,745,183,2010,199,227,152,1899,5
2758,198,4,460,-1128,2332,229,200,161,4305,5
2847,195,24,607,-144,2249,146,231,220,1922,5
2996,238,24,967,106,1979,139,201,157,809,5
2900,292,3,607,-1377,1980,165,233,206,1627,5
2830,156,20,150,82,1952,242,207,100,966,5
2823,190,21,134,-298,663,240,235,115,918,5
2799,216,30,120,48,3018,250,217,85,795,5
2827,157,13,153,79,1924,238,234,110,2327,5
2820,194,5,0,0,1965,226,240,235,2473,5
2820,277,15,169,0,1969,224,243,249,2455,5
2779,180,8,195,3,1973,183,245,155,1701,5
2807,64,19,42,-978,2008,232,242,109,2341,5
2682,165,23,30,-588,488,222,240,154,4027,5
2796,212,29,437,39,867,213,249,172,2508,5
2821,312,20,610,64,637,162,221,197,1022,5
2379,274,11,196,39,1690,222,210,104,1240,5
2774,190,37,60,26,1988,225,223,171,999,5
2758,135,4,0,0,1939,179,238,146,2480,5
2739,163,6,409,0,1948,226,242,149,2446,5
2808,231,20,430,47,3595,160,205,215,2041,5
2881,246,21,503,176,1860,197,238,189,2046,5
2805,189,1,190,41,1723,221,248,160,1231,5
2619,138,2,525,52,1812,247,251,137,1158,5
2519,173,9,30,-27,1930,235,228,124,2439,5
2787,232,1,305,26,1850,201,251,186,2424,5
2503,141,11,350,0,2741,224,238,183,2335,5
2794,162,9,208,-28,1909,226,220,149,1236,5
2881,181,17,725,142,1801,141,249,152,3015,5
2795,75,6,0,0,1884,201,231,136,880,5
2869,168,22,430,164,206,245,242,131,2133,5
2710,197,29,295,-276,709,184,249,202,2163,5
2843,217,22,362,104,3188,105,167,245,2185,5
2641,145,23,376,112,2960,107,254,187,2161,5
2634,259,27,572,58,1723,146,243,195,2191,5
2562,189,13,366,115,1711,213,249,157,643,5
2366,218,19,527,-46,1690,177,250,187,2049,5
2827,192,24,324,100,1682,215,250,128,2221,5
2780,155,8,225,5,1753,224,211,134,2724,5
2800,261,23,247,61,1812,158,168,221,2251,5
2779,333,2,30,2,569,116,236,160,2410,5
2785,264,24,342,46,1663,125,242,177,2766,5
2808,253,17,228,81,1630,85,241,170,2280,5
2726,231,10,242,88,1627,251,249,158,2280,5
2776,105,3,42,-351,2234,224,200,64,1878,5
2735,264,5,182,45,1608,145,244,125,900,5
2675,165,12,67,-28,177,230,244,217,2407,5
2702,347,9,398,1,1419,158,205,161,2335,5
2697,310,15,108,-580,1687,204,229,189,2212,5
2596,304,2,134,207,1571,115,226,175,2173,5
2739,333,6,170,269,673,197,231,165,2155,5
2735,294,23,212,-42,3085,175,249,199,2097,5
2743,337,12,228,-388,1079,209,233,160,2921,5
2743,10,4,242,61,1766,215,223,105,2069,5
2569,27,8,47,6,1289,191,223,162,2259,5
2725,8,7,0,0,1259,246,252,152,863,5
2706,325,22,240,13,1356,207,234,179,2079,5
2581,289,15,448,32,1410,177,206,200,2051,5
2948,242,12,272,40,2853,252,239,193,2040,5
2924,31,18,189,-544,1213,218,224,142,1655,5
2742,287,21,514,41,1399,170,240,170,2012,5
2751,324,20,323,-1080,1448,172,235,165,113,5
2357,238,13,323,-122,2855,107,238,192,3211,5
2749,285,5,342,49,1406,155,240,171,4150,5
2739,343,6,81,-1439,1146,207,207,163,2239,5
2742,96,20,163,3,1120,212,225,151,2197,5
2676,242,8,242,14,1810,171,226,139,2082,5
2728,340,20,362,-1040,1194,201,172,165,2652,5
2731,224,27,283,-1187,1420,200,225,154,1972,5
2746,23,7,0,0,1052,216,167,145,2202,5
2754,172,5,102,1,415,175,251,107,2228,5
2995,13,3,185,0,875,215,233,154,2206,5
2760,106,4,442,-1122,871,221,230,145,2295,5
2759,4,4,0,0,1247,152,218,75,2300,5
2759,350,4,0,0,2179,212,232,151,2220,5
2481,56,20,60,1,1491,229,197,40,1113,5
2451,88,9,90,-634,1468,225,167,115,1194,5
2801,63,14,90,50,2031,191,210,107,2858,5
2812,66,31,120,60,1067,233,201,104,1277,5
2791,108,29,37,38,1489,216,179,41,1289,5
2816,58,20,124,-654,3362,237,209,84,1307,5
2469,109,23,209,53,1477,244,244,67,1312,5
2986,157,22,108,-1050,1492,241,183,58,1342,5
2780,154,40,42,15,1600,229,184,168,1214,5
2787,59,14,60,22,1616,228,237,68,1447,5
2845,77,15,406,86,3496,156,228,101,3238,5
2831,179,31,150,68,1556,239,203,89,122,5
2800,80,22,90,34,1664,150,195,71,1548,5
2763,93,18,240,-959,1560,245,211,89,1541,5
2818,87,0,9,-1028,1699,242,180,70,1583,5
2513,86,15,182,59,1645,241,214,20,377,5
2805,198,18,392,40,1716,241,154,88,1624,5
2793,81,26,77,26,1740,243,196,48,2014,5
2842,2,15,247,76,1617,244,212,92,1630,5
2375,144,28,162,57,1758,210,212,100,1642,5
2813,82,4,259,48,1709,238,216,46,1651,5
2638,215,11,252,65,2644,239,249,143,1697,5
2822,86,14,180,97,2040,194,203,103,1702,5
2815,86,13,150,46,1748,239,191,107,1707,5
2830,88,12,210,63,713,238,218,107,1726,5
2615,83,13,211,48,1786,210,216,106,1766,5
2809,166,13,281,-775,3306,159,216,92,1771,5
2459,77,25,238,-452,688,140,174,107,1578,5
2798,63,27,60,15,1917,228,174,29,653,5
2697,98,7,403,-748,1936,231,231,132,3205,5
2805,96,12,134,22,1426,236,195,129,1895,5
2794,171,6,90,12,486,224,243,59,2920,5
2834,51,17,210,-1076,1502,226,202,157,2032,5
2845,51,20,210,62,2015,237,161,154,3601,5
2829,62,22,120,40,2100,205,204,99,2136,5
2804,83,17,30,134,1456,149,156,72,2154,5
