c1,c2,c3,c4,c5,
339,22,166,202,171,6
39,17,218,199,111,6
296,28,130,218,222,6
306,27,136,213,212,6
320,26,145,205,196,6
51,20,225,192,93,6
285,26,139,229,226,6
323,21,163,214,188,6
306,20,162,224,201,6
296,24,144,224,216,6
319,25,146,207,196,6
318,27,140,204,199,6
296,28,131,219,222,6
308,27,137,212,210,6
317,22,155,214,196,6
318,22,157,214,194,6
320,28,137,201,197,6
325,24,154,206,189,6
30,19,211,196,115,6
302,27,135,215,216,6
297,32,115,211,227,6
299,29,128,215,221,6
323,26,146,203,192,6
34,24,208,180,97,6
343,21,173,204,166,6
332,26,150,196,180,6
302,29,130,213,217,6
331,24,155,202,182,6
301,30,124,211,221,6
311,27,138,210,207,6
26,21,204,188,113,6
292,27,133,222,224,6
301,30,124,211,221,6
31,30,197,162,84,6
31,22,208,186,105,6
332,27,149,196,180,6
297,29,127,216,223,6
298,29,128,216,222,6
300,27,136,218,217,6
330,11,193,226,172,6
341,22,167,200,168,6
322,23,154,209,192,6
318,18,169,221,190,6
333,26,152,197,179,6
330,25,151,200,183,6
331,25,153,200,181,6
330,23,158,204,182,6
279,25,146,234,224,6
28,29,195,164,90,6
298,31,118,211,225,6
297,31,119,212,225,6
299,29,127,214,221,6
309,26,141,213,208,6
16,24,192,183,119,6
288,26,139,228,224,6
25,19,207,196,120,6
353,30,153,172,146,6
29,25,202,177,100,6
23,26,195,176,107,6
23,28,191,168,100,6
6,15,201,210,145,6
334,27,149,194,178,6
19,27,188,171,108,6
31,26,203,173,93,6
331,26,150,197,182,6
28,19,209,196,117,6
18,14,208,209,135,6
34,28,204,168,85,6
36,28,205,167,81,6
62,17,232,202,97,6
319,41,88,169,202,6
319,37,102,179,203,6
331,24,157,203,181,6
33,27,204,171,89,6
323,32,125,190,196,6
44,26,216,173,77,6
356,20,184,201,151,6
33,22,209,185,103,6
37,17,217,202,115,6
301,52,0,157,231,6
339,18,178,211,170,6
320,25,147,207,195,6
319,25,148,209,197,6
327,21,163,210,184,6
336,18,177,212,173,6
51,26,222,175,72,6
15,34,170,152,101,6
54,25,225,177,71,6
34,23,210,184,99,6
34,29,201,162,80,6
356,19,186,203,152,6
311,24,148,215,204,6
336,22,165,203,175,6
324,19,170,217,185,6
14,15,205,209,138,6
337,12,195,224,168,6
33,36,188,137,60,6
320,24,151,210,195,6
334,33,128,177,177,6
358,33,151,160,132,6
42,33,205,149,55,6
24,25,197,177,105,6
18,25,192,178,113,6
55,26,225,174,66,6
56,25,227,180,72,6
314,20,163,220,195,6
48,28,217,168,68,6
5,13,203,214,148,6
311,9,195,234,179,6
252,31,138,243,233,6
40,35,199,143,54,6
333,27,149,195,180,6
339,30,142,181,169,6
26,24,202,182,107,6
42,26,214,175,82,6
311,25,144,213,205,6
313,11,189,231,182,6
316,21,161,218,195,6
355,17,189,207,154,6
330,21,165,209,181,6
326,21,164,212,186,6
322,19,169,218,187,6
30,22,208,188,107,6
233,31,153,249,218,6
303,30,125,210,218,6
360,30,162,171,135,6
11,35,162,148,103,6
32,16,215,204,122,6
9,24,185,184,128,6
45,35,206,142,44,6
66,20,235,197,85,6
328,23,159,207,184,6
330,19,173,214,179,6
3,22,185,193,140,6
327,37,108,172,189,6
21,25,194,178,110,6
61,32,227,157,38,6
343,36,126,162,160,6
2,39,139,138,114,6
336,20,170,207,174,6
334,19,175,212,175,6
347,22,173,199,161,6
28,15,213,207,127,6
32,25,205,178,97,6
41,32,206,154,62,6
49,17,225,202,105,6
319,17,175,222,187,6
343,21,174,204,166,6
28,32,191,155,82,6
66,18,234,200,90,6
339,20,175,208,170,6
69,22,237,190,72,6
295,25,141,224,219,6
293,24,147,227,217,6
335,38,111,163,175,6
1,31,160,165,130,6
39,10,221,217,130,6
344,19,178,206,165,6
345,14,192,217,163,6
4,13,202,214,148,6
47,12,224,214,122,6
358,22,180,193,146,6
29,25,202,176,99,6
288,17,169,236,206,6
274,25,145,237,227,6
351,36,132,154,143,6
327,20,169,214,183,6
337,16,184,217,171,6
7,26,180,180,129,6
79,18,241,204,87,6
342,13,193,220,166,6
15,25,189,180,119,6
23,14,211,209,132,6
34,21,211,189,105,6
285,27,134,227,227,6
356,15,196,213,154,6
9,25,185,183,127,6
17,21,197,190,123,6
271,15,179,244,204,6
285,24,147,232,221,6
237,25,167,252,214,6
359,12,202,218,153,6
341,16,186,215,167,6
24,26,196,174,103,6
344,17,183,211,164,6
13,19,198,197,132,6
23,24,198,180,109,6
354,18,188,206,154,6
261,26,146,242,229,6
225,25,178,254,203,6
260,18,173,247,210,6
343,9,202,227,163,6
33,31,197,155,76,6
58,31,225,160,46,6
352,14,194,214,158,6
221,24,184,254,197,6
330,25,153,201,182,6
3,22,183,191,139,6
237,20,179,253,206,6
41,26,213,174,82,6
353,20,181,200,154,6
43,22,218,186,92,6
51,24,223,180,78,6
61,29,229,168,52,6
15,23,194,187,123,6
340,15,188,217,168,6
239,11,200,249,186,6
238,26,163,251,217,6
86,27,247,184,49,6
77,32,240,164,29,6
34,20,213,193,109,6
353,20,181,200,154,6
331,26,149,197,182,6
27,16,212,205,126,6
87,25,247,190,57,6
323,32,124,189,196,6
332,28,145,193,181,6
339,8,203,228,164,6
93,26,250,190,52,6
24,34,181,147,82,6
42,36,201,140,48,6
19,24,194,181,114,6
86,27,247,185,50,6
27,30,193,162,89,6
325,13,187,225,178,6
271,20,165,242,215,6
346,20,176,203,163,6
58,20,230,193,87,6
92,12,238,222,112,6
101,16,245,217,97,6
83,17,241,208,91,6
55,27,225,172,64,6
352,26,165,184,151,6
357,32,154,166,137,6
22,29,187,164,98,6
290,13,182,238,195,6
33,23,209,183,101,6
10,12,207,216,145,6
25,22,203,187,112,6
355,21,181,198,151,6
17,11,211,216,141,6
55,13,228,211,114,6
49,32,215,155,51,6
55,25,226,177,70,6
35,39,184,127,48,6
26,37,177,135,69,6
18,30,182,163,103,6
24,33,183,151,86,6
19,14,208,209,135,6
33,19,213,196,112,6
43,26,215,174,80,6
53,31,220,158,50,6
64,33,229,154,31,6
19,30,184,163,101,6
21,33,180,151,89,6
89,12,239,220,109,6
58,20,230,195,89,6
33,33,194,151,72,6
26,33,186,151,83,6
39,37,195,136,49,6
9,34,163,153,110,6
312,38,96,184,213,6
34,36,188,137,58,6
33,36,189,140,61,6
25,32,187,156,87,6
34,28,203,167,83,6
16,34,170,149,97,6
323,30,131,194,195,6
9,33,164,154,111,6
22,28,190,168,102,6
316,13,185,228,183,6
13,31,174,161,109,6
16,29,182,167,109,6
15,28,183,170,112,6
16,27,185,172,112,6
353,25,168,187,150,6
53,18,227,198,98,6
320,11,191,229,178,6
76,20,240,199,82,6
262,13,189,246,196,6
86,7,231,228,130,6
93,13,240,220,108,6
31,15,215,207,125,6
294,31,120,216,228,6
45,27,216,171,74,6
63,31,230,161,41,6
59,21,230,192,85,6
53,26,223,174,69,6
313,21,159,219,198,6
33,20,212,192,108,6
321,13,185,227,181,6
22,23,199,184,113,6
283,9,196,241,184,6
27,23,203,183,107,6
330,27,145,196,184,6
347,6,208,230,160,6
334,34,125,175,177,6
311,25,146,214,204,6
336,11,195,225,169,6
305,6,204,237,172,6
305,9,195,235,181,6
332,13,190,224,173,6
330,20,168,211,180,6
46,22,221,188,92,6
318,13,187,228,182,6
326,17,176,219,182,6
313,28,134,206,206,6
21,28,190,169,103,6
315,28,136,205,203,6
18,30,182,163,103,6
14,28,181,169,112,6
27,27,197,169,95,6
334,27,149,194,178,6
312,28,133,206,208,6
325,26,147,202,190,6
322,21,163,214,189,6
312,14,182,229,187,6
323,32,124,189,195,6
317,13,186,229,182,6
324,21,162,213,188,6
308,27,135,211,210,6
321,31,127,194,198,6
326,30,133,192,191,6
350,19,183,205,158,6
350,12,198,219,160,6
327,34,119,181,190,6
15,23,193,186,123,6
318,24,149,210,197,6
285,28,130,226,229,6
332,14,187,222,174,6
6,26,178,180,130,6
354,26,167,186,149,6
323,16,177,221,183,6
255,19,173,248,211,6
306,23,150,219,207,6
342,17,184,213,167,6
90,23,248,197,65,6
347,13,195,218,162,6
356,6,210,229,157,6
343,30,146,180,164,6
318,21,161,216,194,6
62,29,230,168,51,6
347,28,154,181,157,6
11,31,171,161,113,6
358,31,158,167,135,6
259,29,140,242,232,6
354,15,193,212,156,6
357,12,200,217,154,6
12,10,210,219,146,6
330,18,174,215,180,6
323,36,110,179,196,6
39,35,197,141,54,6
51,32,217,155,49,6
323,35,111,180,196,6
324,36,107,176,195,6
323,36,110,179,196,6
330,34,123,179,184,6
250,32,135,242,233,6
337,22,167,204,174,6
312,14,182,229,187,6
298,25,141,222,217,6
305,28,131,211,215,6
43,35,203,143,49,6
343,31,141,176,163,6
11,28,178,170,118,6
50,24,223,180,78,6
244,11,197,249,189,6
307,27,138,213,211,6
300,28,131,216,219,6
307,31,123,205,215,6
57,37,217,138,22,6
316,35,107,186,207,6
343,14,190,218,165,6
337,23,164,202,174,6
333,13,191,223,172,6
307,30,124,206,215,6
312,32,118,197,210,6
342,29,149,184,166,6
294,20,160,231,209,6
15,9,212,221,146,6
318,15,180,226,185,6
306,30,124,207,216,6
325,29,136,194,191,6
329,17,178,218,179,6
303,30,126,211,218,6
274,22,154,239,221,6
314,16,176,226,189,6
333,19,172,211,176,6
297,32,116,211,227,6
287,29,127,223,230,6
304,26,138,216,213,6
337,25,156,196,174,6
311,9,196,234,177,6
322,21,162,214,189,6
301,27,136,217,217,6
118,28,254,202,55,6
14,22,193,189,126,6
302,28,131,213,217,6
27,28,196,169,96,6
319,23,153,211,195,6
351,17,188,209,158,6
322,18,172,219,186,6
312,19,167,223,195,6
313,18,170,224,193,6
311,18,169,225,195,6
300,15,176,232,196,6
345,19,178,206,164,6
310,30,126,205,211,6
119,25,253,210,70,6
339,27,153,191,170,6
327,25,150,202,187,6
355,22,178,195,151,6
1,17,193,205,148,6
314,19,167,222,194,6
335,10,198,227,168,6
287,22,153,232,217,6
284,25,143,231,224,6
351,23,172,194,155,6
332,26,149,196,181,6
295,32,117,213,228,6
342,18,179,209,167,6
70,28,237,173,49,6
304,21,157,224,205,6
309,20,163,223,199,6
294,23,150,227,215,6
19,24,196,183,115,6
308,27,137,212,210,6
334,28,145,190,178,6
129,21,249,223,91,6
3,29,168,172,131,6
284,34,107,217,238,6
294,24,144,225,217,6
14,28,182,172,115,6
21,30,186,163,99,6
300,13,184,235,191,6
312,33,114,195,211,6
353,32,150,169,144,6
275,17,172,242,208,6
250,16,183,250,204,6
281,17,170,239,208,6
326,11,193,228,175,6
315,18,170,223,192,6
331,22,162,206,181,6
334,21,167,207,177,6
270,18,170,243,211,6
262,14,185,246,199,6
285,25,144,230,223,6
77,29,242,173,41,6
354,26,168,186,149,6
41,30,208,160,67,6
22,28,190,167,101,6
277,15,178,242,203,6
271,10,193,243,189,6
171,16,229,245,142,6
311,15,178,228,190,6
347,28,154,181,157,6
29,11,216,216,134,6
318,26,145,208,198,6
27,27,198,172,97,6
332,21,167,209,179,6
255,21,166,248,217,6
51,17,226,200,101,6
84,19,243,204,83,6
328,17,177,218,179,6
59,32,224,155,40,6
312,11,190,232,182,6
37,24,211,180,93,6
100,28,252,190,47,6
252,2,214,240,164,6
290,21,156,232,214,6
323,20,167,216,187,6
345,10,200,224,163,6
119,28,254,202,55,6
29,7,218,224,142,6
279,11,191,242,191,6
355,29,159,174,143,6
275,27,139,235,229,6
316,24,148,211,199,6
316,16,176,225,188,6
114,31,254,193,42,6
306,31,122,206,216,6
273,9,195,243,187,6
97,26,251,194,54,6
1,20,187,199,145,6
82,28,245,180,46,6
342,10,200,226,164,6
299,24,147,224,213,6
332,14,187,222,174,6
317,33,117,191,204,6
69,22,237,192,76,6
72,25,239,182,59,6
5,36,151,147,115,6
28,32,189,152,80,6
294,19,164,232,207,6
223,15,200,253,187,6
197,10,218,249,165,6
194,9,219,247,163,6
88,6,230,229,133,6
317,10,195,232,177,6
0,12,202,217,152,6
318,33,119,192,202,6
322,31,125,191,197,6
312,27,136,208,206,6
310,24,149,216,204,6
316,23,154,214,197,6
341,22,167,200,168,6
351,23,174,195,155,6
309,20,163,223,199,6
292,11,188,238,189,6
16,30,180,165,107,6
350,11,200,221,160,6
101,5,228,233,139,6
85,6,228,230,136,6
4,8,210,225,153,6
307,17,171,227,196,6
140,24,247,225,92,6
117,23,252,211,74,6
112,23,252,208,70,6
329,15,183,221,177,6
5,32,161,160,121,6
197,21,209,252,168,6
194,26,206,250,164,6
280,24,147,235,224,6
125,19,248,224,97,6
287,20,161,235,212,6
307,17,173,228,195,6
332,20,170,211,178,6
24,34,181,147,82,6
268,28,138,238,232,6
286,10,193,240,186,6
333,17,179,216,175,6
330,9,198,229,170,6
332,7,204,231,167,6
292,19,164,233,208,6
353,9,204,224,158,6
298,25,142,222,216,6
348,22,174,199,160,6
11,32,168,157,110,6
28,35,183,142,72,6
351,10,202,223,159,6
12,14,205,210,140,6
345,21,175,203,163,6
284,23,149,233,221,6
340,24,163,199,170,6
358,31,157,167,136,6
224,33,157,248,209,6
40,7,221,224,139,6
319,14,182,226,183,6
302,18,166,229,202,6
0,8,209,226,155,6
344,23,169,199,165,6
49,28,218,168,66,6
256,20,169,248,215,6
299,14,180,234,194,6
39,24,213,181,92,6
43,26,214,172,78,6
0,31,159,166,131,6
193,16,216,251,164,6
188,7,221,246,159,6
306,15,177,230,193,6
324,8,199,231,172,6
55,8,225,224,133,6
320,16,177,223,186,6
124,19,248,223,96,6
352,22,176,196,154,6
338,21,170,206,172,6
287,21,156,233,215,6
287,22,152,232,218,6
53,27,223,170,64,6
30,30,195,160,84,6
22,31,185,159,95,6
262,24,155,244,223,6
210,24,194,254,185,6
250,11,196,248,190,6
56,16,229,204,104,6
27,10,216,219,138,6
314,13,184,229,185,6
118,15,244,226,107,6
348,16,187,211,161,6
13,15,204,208,139,6
15,21,197,192,126,6
20,31,183,159,97,6
7,36,155,146,110,6
14,34,169,151,101,6
326,23,157,207,187,6
336,20,172,209,174,6
343,18,181,210,165,6
343,15,188,215,165,6
6,11,207,219,149,6
93,16,243,215,97,6
358,7,209,227,156,6
303,17,169,229,199,6
309,19,164,224,198,6
352,16,190,211,158,6
11,29,178,170,117,6
51,30,218,160,55,6
311,22,156,219,201,6
349,10,202,223,160,6
338,13,190,220,169,6
328,19,172,215,181,6
345,34,136,167,157,6
79,12,236,217,110,6
348,16,188,212,161,6
12,16,202,205,137,6
53,31,219,156,49,6
273,22,155,240,221,6
357,16,192,209,152,6
11,14,204,210,141,6
344,16,187,214,165,6
351,16,189,211,158,6
14,21,195,191,127,6
247,29,147,246,227,6
232,30,157,250,216,6
271,16,175,243,207,6
357,13,199,216,154,6
350,29,155,179,153,6
68,13,233,214,112,6
335,12,192,223,170,6
324,20,166,214,186,6
313,23,151,215,200,6
269,29,132,235,235,6
18,23,195,184,118,6
3,20,190,199,142,6
209,37,168,244,185,6
221,35,156,246,205,6
327,15,183,223,178,6
24,6,217,227,147,6
310,24,147,215,204,6
348,25,164,190,157,6
312,24,148,214,203,6
325,19,169,216,185,6
89,21,246,202,75,6
275,24,147,237,225,6
204,28,193,251,177,6
350,14,193,215,160,6
47,18,223,199,104,6
99,19,248,210,82,6
88,20,245,204,80,6
288,25,142,228,222,6
308,19,166,225,198,6
205,24,198,253,179,6
251,22,165,249,218,6
229,18,190,254,197,6
300,26,140,219,216,6
313,20,163,221,196,6
309,10,192,233,182,6
238,26,165,251,215,6
344,17,184,212,165,6
3,22,184,192,140,6
292,27,136,223,223,6
45,17,222,201,107,6
300,26,138,218,216,6
298,24,145,223,215,6
275,13,183,243,199,6
97,26,251,194,55,6
307,21,159,223,202,6
305,26,138,215,213,6
331,20,167,210,180,6
288,23,151,231,217,6
269,21,162,242,218,6
34,14,217,208,123,6
88,23,247,195,64,6
65,19,234,199,89,6
324,19,170,217,185,6
331,22,163,207,180,6
335,25,156,198,176,6
38,17,218,202,114,6
338,26,155,194,172,6
338,32,135,178,171,6
353,14,196,215,157,6
24,13,212,212,134,6
0,18,190,203,147,6
72,12,233,217,114,6
322,21,163,214,189,6
317,22,157,215,196,6
326,24,155,206,187,6
293,20,159,231,210,6
283,23,151,234,220,6
264,7,202,244,181,6
333,18,176,214,176,6
57,23,229,185,78,6
19,28,188,170,107,6
326,26,146,201,189,6
317,21,161,217,194,6
314,20,161,219,196,6
304,23,150,221,209,6
298,16,173,232,199,6
304,23,151,221,208,6
296,24,145,225,216,6
288,22,154,232,216,6
294,9,194,238,184,6
345,13,195,220,163,6
349,21,177,200,158,6
332,26,151,197,181,6
333,24,157,201,179,6
330,22,163,208,182,6
326,23,157,207,187,6
318,20,162,217,193,6
294,23,148,226,216,6
269,19,168,243,213,6
30,21,208,189,109,6
21,22,199,186,116,6
281,17,172,239,206,6
333,16,182,218,175,6
345,32,143,173,158,6
350,35,137,160,146,6
343,33,137,171,161,6
7,16,199,207,143,6
38,16,218,203,115,6
40,18,218,198,108,6
35,24,208,178,94,6
325,19,169,216,185,6
80,21,242,198,76,6
300,11,188,235,188,6
258,23,160,246,221,6
23,23,200,185,113,6
337,23,163,201,173,6
312,23,151,216,202,6
89,20,245,205,80,6
23,22,202,188,115,6
279,20,160,238,216,6
301,21,158,226,206,6
316,14,183,228,184,6
329,28,143,195,185,6
242,18,181,252,205,6
293,13,184,237,193,6
284,25,142,230,224,6
305,18,169,228,198,6
352,14,194,214,158,6
335,18,178,213,174,6
18,20,199,193,124,6
39,22,215,187,98,6
64,25,233,180,64,6
316,27,138,206,202,6
319,5,206,235,168,6
73,21,239,194,75,6
72,20,238,196,80,6
67,15,234,208,102,6
51,19,225,195,96,6
87,20,245,202,78,6
299,7,200,237,177,6
287,13,182,239,197,6
281,12,185,241,195,6
294,23,151,228,214,6
327,15,183,223,178,6
3,10,206,220,152,6
332,20,170,211,178,6
37,22,213,186,99,6
82,18,242,206,87,6
55,13,228,211,113,6
137,9,235,237,133,6
135,10,236,236,131,6
39,6,221,226,141,6
315,18,170,223,192,6
355,11,201,220,156,6
0,16,194,208,149,6
356,15,194,212,154,6
352,7,208,228,158,6
8,17,198,204,141,6
26,17,210,201,123,6
43,23,218,184,90,6
67,24,236,185,68,6
303,30,125,210,219,6
334,18,175,213,175,6
76,23,241,191,68,6
311,11,191,232,181,6
329,16,179,219,178,6
283,17,171,239,207,6
339,13,191,221,168,6
295,17,171,233,202,6
123,5,228,236,142,6
69,15,234,210,103,6
88,17,243,209,89,6
88,21,246,200,72,6
336,14,187,220,171,6
142,6,229,239,143,6
104,9,236,229,124,6
87,22,246,197,68,6
83,22,244,197,72,6
308,8,198,235,177,6
341,11,197,224,165,6
50,4,222,231,145,6
292,23,149,228,216,6
267,23,155,242,222,6
331,16,180,218,177,6
233,12,199,251,188,6
212,6,215,246,168,6
113,5,230,234,138,6
321,3,211,236,164,6
301,18,168,229,201,6
190,8,220,247,160,6
0,11,204,220,153,6
350,23,173,196,157,6
264,18,171,246,211,6
349,15,191,213,160,6
353,18,187,207,156,6
84,6,229,229,133,6
21,20,203,193,121,6
308,20,161,224,201,6
169,10,228,244,148,6
340,13,191,220,168,6
328,20,169,213,182,6
334,18,176,214,175,6
328,17,177,218,179,6
327,17,176,218,181,6
345,23,168,196,162,6
277,17,173,241,207,6
282,10,191,241,189,6
7,22,188,192,135,6
329,18,173,215,180,6
344,15,188,214,164,6
45,12,223,214,124,6
357,25,173,186,144,6
283,18,166,238,210,6
4,15,199,210,147,6
315,16,175,225,190,6
104,16,245,218,98,6
314,13,185,230,185,6
75,19,239,201,85,6
326,18,172,217,183,6
308,20,161,224,201,6
295,16,172,234,201,6
351,16,191,212,158,6
319,21,161,215,192,6
33,5,219,229,147,6
14,17,202,202,134,6
313,17,171,224,193,6
358,16,193,209,152,6
339,23,165,201,171,6
328,23,158,207,185,6
125,16,245,228,107,6
193,12,218,250,164,6
147,16,240,236,120,6
292,12,186,238,191,6
343,20,176,205,166,6
117,15,245,225,105,6
262,26,147,242,228,6
350,17,187,209,159,6
346,20,177,204,162,6
345,16,187,213,164,6
352,17,188,208,156,6
350,21,177,199,157,6
340,23,165,199,169,6
320,17,173,221,187,6
335,12,193,224,170,6
80,20,242,200,78,6
321,17,173,220,186,6
89,9,234,225,122,6
117,6,231,234,136,6
257,11,193,247,192,6
310,18,168,225,196,6
56,18,229,198,95,6
312,7,201,235,173,6
262,21,164,245,217,6
291,19,164,234,209,6
339,20,173,207,171,6
129,6,230,236,139,6
133,10,237,235,128,6
126,11,238,233,124,6
9,16,200,206,140,6
290,20,161,233,211,6
100,11,238,225,116,6
76,21,241,196,75,6
30,23,207,185,105,6
337,17,181,215,171,6
338,16,183,216,170,6
262,25,150,243,227,6
351,18,184,206,158,6
1,15,197,210,149,6
72,18,238,202,88,6
23,17,208,202,126,6
28,25,201,176,99,6
341,16,184,214,168,6
10,13,206,213,144,6
37,10,220,219,133,6
5,19,192,199,141,6
5,20,190,197,140,6
169,2,221,240,155,6
69,12,232,217,115,6
49,21,224,189,90,6
38,14,219,208,120,6
320,30,130,197,199,6
270,31,125,233,238,6
312,16,174,226,192,6
351,18,186,207,158,6
355,15,193,211,155,6
20,12,211,213,137,6
352,11,200,221,159,6
67,17,235,205,97,6
85,13,239,217,106,6
322,28,138,199,195,6
341,24,162,196,168,6
269,31,124,233,238,6
270,29,131,235,235,6
330,14,185,222,176,6
353,15,193,213,157,6
333,19,174,213,176,6
118,19,249,219,91,6
111,11,240,228,117,6
321,13,186,227,180,6
6,15,200,209,144,6
343,17,182,211,166,6
0,18,190,203,147,6
16,17,203,202,132,6
32,16,215,204,121,6
12,18,200,202,135,6
19,19,203,198,127,6
347,16,188,212,162,6
313,10,193,233,179,6
135,20,247,227,100,6
131,20,248,225,96,6
328,31,129,187,188,6
287,22,152,232,218,6
261,19,169,246,213,6
315,14,181,228,186,6
225,11,205,250,181,6
203,6,217,246,164,6
46,24,219,179,82,6
46,20,222,192,97,6
253,20,171,249,213,6
20,22,199,189,119,6
315,15,180,227,187,6
354,11,201,220,157,6
357,14,197,213,153,6
132,13,241,233,119,6
129,20,248,225,96,6
356,6,210,229,157,6
241,24,168,251,214,6
277,20,163,239,214,6
287,17,169,236,207,6
280,4,208,240,170,6
196,6,219,245,162,6
174,12,227,246,150,6
125,15,244,228,109,6
126,17,246,226,103,6
131,18,246,228,104,6
121,20,250,219,89,6
347,8,204,227,161,6
246,21,171,251,213,6
225,24,181,254,201,6
288,13,183,239,195,6
292,14,181,237,196,6
309,10,193,234,180,6
34,3,219,232,149,6
198,2,218,240,158,6
126,14,243,229,112,6
128,20,248,224,94,6
121,18,248,222,94,6
319,29,133,199,199,6
8,12,206,216,147,6
2,21,185,194,141,6
252,26,152,247,225,6
261,17,177,247,207,6
269,14,182,244,201,6
13,9,212,222,148,6
111,4,227,235,143,6
83,4,225,233,143,6
1,9,207,223,153,6
81,21,243,197,73,6
0,12,203,218,152,6
19,21,199,189,120,6
8,22,189,190,133,6
50,13,225,212,119,6
99,10,236,227,121,6
128,8,234,235,132,6
110,15,244,222,103,6
77,12,235,217,112,6
108,20,249,214,84,6
13,4,215,231,152,6
78,23,242,191,66,6
307,31,120,204,216,6
321,20,164,216,190,6
3,17,195,206,146,6
353,19,185,205,155,6
17,28,185,169,108,6
248,32,139,244,231,6
356,15,195,212,154,6
45,11,223,216,126,6
82,9,233,225,124,6
120,14,243,227,110,6
103,9,236,228,122,6
96,11,238,224,115,6
102,12,240,224,111,6
108,20,250,213,82,6
313,30,127,201,207,6
333,15,185,220,173,6
341,14,191,219,167,6
17,28,186,171,110,6
359,15,197,212,151,6
89,12,237,221,113,6
96,11,238,224,115,6
125,16,246,226,104,6
314,32,119,196,208,6
325,20,166,214,185,6
12,28,180,172,117,6
18,30,182,163,103,6
357,20,184,199,149,6
9,29,175,170,120,6
340,20,174,207,170,6
350,26,165,188,154,6
33,25,206,176,94,6
53,23,226,185,82,6
274,25,146,237,226,6
269,26,143,239,229,6
267,24,153,241,224,6
32,31,196,157,78,6
17,32,177,156,99,6
2,20,187,197,143,6
31,15,215,206,124,6
45,10,223,219,130,6
30,25,204,178,99,6
312,20,161,220,198,6
41,21,217,190,99,6
300,20,160,227,206,6
327,22,162,210,185,6
51,18,226,198,100,6
284,20,162,236,213,6
260,19,170,247,213,6
17,8,214,223,146,6
257,23,160,246,220,6
275,19,164,240,214,6
269,18,170,244,211,6
279,19,166,239,212,6
109,9,236,230,124,6
124,11,238,232,124,6
68,12,232,216,114,6
58,12,228,214,117,6
64,14,232,210,107,6
194,4,219,243,160,6
28,16,212,205,125,6
24,13,213,211,133,6
342,1,217,237,157,6
38,15,218,205,118,6
33,5,219,229,147,6
11,18,198,200,136,6
35,18,215,198,113,6
33,20,212,191,107,6
26,22,203,186,111,6
14,21,196,192,127,6
25,23,201,184,110,6
60,19,231,197,91,6
21,23,198,185,115,6
65,15,233,209,105,6
49,5,222,228,141,6
56,14,228,209,111,6
82,7,230,228,132,6
117,2,223,237,150,6
50,21,225,191,91,6
44,20,220,192,98,6
40,20,217,192,101,6
33,8,219,223,140,6
65,15,233,208,103,6
63,15,232,209,106,6
48,13,224,212,120,6
66,13,232,214,111,6
14,10,211,220,145,6
62,11,230,216,118,6
28,12,215,213,133,6
37,9,220,219,134,6
57,15,229,208,109,6
48,13,224,211,118,6
29,6,218,226,144,6
56,15,229,206,106,6
